Entry_ID,State Patient Number,Date Announced,Age Bracket,Gender,Detected City,Detected District,Detected State,State code,Num Cases,Current Status,Contracted from which Patient (Suspected),Notes,Source_1,Source_2,Source_3,Nationality,Type of transmission,Status Change Date,Patient Number
611738,,18/05/2021,,,,Balangir,Odisha,OR,1,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611739,,18/05/2021,,,,Boudh,Odisha,OR,3,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611740,,18/05/2021,,,,Gajapati,Odisha,OR,2,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611741,,18/05/2021,,,,Kalahandi,Odisha,OR,3,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611742,,18/05/2021,,,,Khordha,Odisha,OR,3,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611743,,18/05/2021,,,,Koraput,Odisha,OR,2,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611744,,18/05/2021,,,,Nuapada,Odisha,OR,3,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611745,,18/05/2021,,,,Rayagada,Odisha,OR,2,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611746,,18/05/2021,,,,Sundargarh,Odisha,OR,3,Deceased,,,https://twitter.com/IPR_Odisha/status/1394483417618653184,,,,,,
611747,,18/05/2021,,,,Dhalai,Tripura,TR,22,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611748,,18/05/2021,,,,Gomati,Tripura,TR,23,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611749,,18/05/2021,,,,Khowai,Tripura,TR,23,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611750,,18/05/2021,,,,North Tripura,Tripura,TR,64,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611751,,18/05/2021,,,,Sipahijala,Tripura,TR,72,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611752,,18/05/2021,,,,South Tripura,Tripura,TR,86,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611753,,18/05/2021,,,,Unokoti,Tripura,TR,43,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611754,,18/05/2021,,,,West Tripura,Tripura,TR,413,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611755,,18/05/2021,,,,Dhalai,Tripura,TR,40,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611756,,18/05/2021,,,,Gomati,Tripura,TR,10,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611757,,18/05/2021,,,,Khowai,Tripura,TR,8,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611758,,18/05/2021,,,,North Tripura,Tripura,TR,30,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611759,,18/05/2021,,,,Sipahijala,Tripura,TR,7,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611760,,18/05/2021,,,,South Tripura,Tripura,TR,12,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611761,,18/05/2021,,,,Unokoti,Tripura,TR,4,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611762,,18/05/2021,,,,West Tripura,Tripura,TR,158,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611763,,18/05/2021,,,,Khowai,Tripura,TR,1,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611764,,18/05/2021,,,,West Tripura,Tripura,TR,3,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/8508,,,,,,
611765,,18/05/2021,,,,Aizawl,Mizoram,MZ,2,Deceased,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611766,,18/05/2021,,,,Aizawl,Mizoram,MZ,214,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611767,,18/05/2021,,,,Champhai,Mizoram,MZ,3,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611768,,18/05/2021,,,,Kolasib,Mizoram,MZ,2,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611769,,18/05/2021,,,,Lawngtlai,Mizoram,MZ,2,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611770,,18/05/2021,,,,Lunglei,Mizoram,MZ,5,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611771,,18/05/2021,,,,Mamit,Mizoram,MZ,4,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611772,,18/05/2021,,,,Saitual,Mizoram,MZ,2,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611773,,18/05/2021,,,,Serchhip,Mizoram,MZ,7,Hospitalized,,,https://twitter.com/dipr_mizoram/status/1394470688526721024,,,,,,
611774,,18/05/2021,,,,Puducherry,Puducherry,PY,1380,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611775,,18/05/2021,,,,Karaikal,Puducherry,PY,244,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611776,,18/05/2021,,,,Yanam,Puducherry,PY,123,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611777,,18/05/2021,,,,Mahe,Puducherry,PY,50,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611778,,18/05/2021,,,,Puducherry,Puducherry,PY,1326,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611779,,18/05/2021,,,,Karaikal,Puducherry,PY,170,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611780,,18/05/2021,,,,Yanam,Puducherry,PY,149,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611781,,18/05/2021,,,,Mahe,Puducherry,PY,25,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611782,,18/05/2021,,,,Puducherry,Puducherry,PY,29,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611783,,18/05/2021,,,,Karaikal,Puducherry,PY,1,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611784,,18/05/2021,,,,Yanam,Puducherry,PY,1,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611785,,18/05/2021,,,,Mahe,Puducherry,PY,2,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/8507,,,,,,
611786,,18/05/2021,,,,East Sikkim,Sikkim,SK,165,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8509,,,,,,
611787,,18/05/2021,,,,West Sikkim,Sikkim,SK,32,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8509,,,,,,
611788,,18/05/2021,,,,South Sikkim,Sikkim,SK,11,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8509,,,,,,
611789,,18/05/2021,,,,North Sikkim,Sikkim,SK,1,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8509,,,,,,
611790,,18/05/2021,,,,,Sikkim,SK,94,Recovered,,,https://t.me/Covid19india_Auxiliary_Test_Data/8509,,,,,,
611791,,18/05/2021,,,,,Sikkim,SK,2,Deceased,,,https://t.me/Covid19india_Auxiliary_Test_Data/8509,,,,,,
611792,,18/05/2021,,,,,Delhi,DL,4482,Hospitalized,,,https://twitter.com/ANI/status/1394583556156887041,,,,,,
611793,,18/05/2021,,,,,Delhi,DL,9403,Recovered,,,https://twitter.com/ANI/status/1394583556156887041,,,,,,
611794,,18/05/2021,,,,,Delhi,DL,265,Deceased,,,https://twitter.com/ANI/status/1394583556156887041,,,,,,
611795,,18/05/2021,,,,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,17,Hospitalized,,,https://twitter.com/CollectorDaman/status/1394621326401343493,,,,,,
611796,,18/05/2021,,,,Daman,Dadra and Nagar Haveli and Daman and Diu,DN,28,Recovered,,,https://twitter.com/CollectorDaman/status/1394621326401343493,,,,,,
611797,,18/05/2021,,,,,Goa,GA,1358,Hospitalized,,,https://www.goa.gov.in/wp-content/uploads/2021/05/Media-Bulletin-18th-May-2021.pdf,,,,,,
611798,,18/05/2021,,,,,Goa,GA,3120,Recovered,,,https://www.goa.gov.in/wp-content/uploads/2021/05/Media-Bulletin-18th-May-2021.pdf,,,,,,
611799,,18/05/2021,,,,,Goa,GA,45,Deceased,,,https://www.goa.gov.in/wp-content/uploads/2021/05/Media-Bulletin-18th-May-2021.pdf,,,,,,
611800,,18/05/2021,,,,Aizawl,Mizoram,MZ,81,Recovered,,,https://twitter.com/dipr_mizoram/status/1394625161941327876,,,,,,
611801,,18/05/2021,,,,Lawngtlai,Mizoram,MZ,6,Recovered,,,https://twitter.com/dipr_mizoram/status/1394625161941327876,,,,,,
611802,,18/05/2021,,,,Lunglei,Mizoram,MZ,11,Recovered,,,https://twitter.com/dipr_mizoram/status/1394625161941327876,,,,,,
611803,,18/05/2021,,,,Saitual,Mizoram,MZ,6,Recovered,,,https://twitter.com/dipr_mizoram/status/1394625161941327876,,,,,,
611804,,18/05/2021,,,,Serchhip,Mizoram,MZ,7,Recovered,,,https://twitter.com/dipr_mizoram/status/1394625161941327876,,,,,,
611805,,18/05/2021,,,,Saiha,Mizoram,MZ,15,Recovered,,,https://twitter.com/dipr_mizoram/status/1394625161941327876,,,,,,
611806,,18/05/2021,,,,Aizawl,Mizoram,MZ,1,Deceased,,,https://twitter.com/dipr_mizoram/status/1394625161941327876,,,,,,
611807,,18/05/2021,,,,Angul,Odisha,OR,438,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611808,,18/05/2021,,,,Balasore,Odisha,OR,301,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611809,,18/05/2021,,,,Bargarh,Odisha,OR,448,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611810,,18/05/2021,,,,Bhadrak,Odisha,OR,100,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611811,,18/05/2021,,,,Balangir,Odisha,OR,273,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611812,,18/05/2021,,,,Boudh,Odisha,OR,113,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611813,,18/05/2021,,,,Cuttack,Odisha,OR,887,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611814,,18/05/2021,,,,Deogarh,Odisha,OR,136,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611815,,18/05/2021,,,,Dhenkanal,Odisha,OR,167,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611816,,18/05/2021,,,,Gajapati,Odisha,OR,116,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611817,,18/05/2021,,,,Ganjam,Odisha,OR,195,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611818,,18/05/2021,,,,Jagatsinghpur,Odisha,OR,137,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611819,,18/05/2021,,,,Jajpur,Odisha,OR,222,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611820,,18/05/2021,,,,Jharsuguda,Odisha,OR,331,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611821,,18/05/2021,,,,Kalahandi,Odisha,OR,465,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611822,,18/05/2021,,,,Kandhamal,Odisha,OR,100,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611823,,18/05/2021,,,,Kendrapara,Odisha,OR,158,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611824,,18/05/2021,,,,Kendujhar,Odisha,OR,177,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611825,,18/05/2021,,,,Khordha,Odisha,OR,1418,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611826,,18/05/2021,,,,Koraput,Odisha,OR,122,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611827,,18/05/2021,,,,Malkangiri,Odisha,OR,94,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611828,,18/05/2021,,,,Mayurbhanj,Odisha,OR,207,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611829,,18/05/2021,,,,Nabarangapur,Odisha,OR,291,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611830,,18/05/2021,,,,Nayagarh,Odisha,OR,254,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611831,,18/05/2021,,,,Nuapada,Odisha,OR,214,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611832,,18/05/2021,,,,Puri,Odisha,OR,707,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611833,,18/05/2021,,,,Rayagada,Odisha,OR,136,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611834,,18/05/2021,,,,Sambalpur,Odisha,OR,641,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611835,,18/05/2021,,,,Subarnapur,Odisha,OR,179,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611836,,18/05/2021,,,,Sundargarh,Odisha,OR,943,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611837,,18/05/2021,,,,State Pool,Odisha,OR,272,Recovered,,,https://twitter.com/HFWOdisha/status/1394635132871405570,,,,,,
611838,,18/05/2021,,,,East Khasi Hills,Meghalaya,ML,575,Hospitalized,,,,,,,,,
611839,,18/05/2021,,,,Ribhoi,Meghalaya,ML,28,Hospitalized,,,,,,,,,
611840,,18/05/2021,,,,West Garo Hills,Meghalaya,ML,56,Hospitalized,,,,,,,,,
611841,,18/05/2021,,,,West Jaintia Hills,Meghalaya,ML,53,Hospitalized,,,,,,,,,
611842,,18/05/2021,,,,East Jaintia Hills,Meghalaya,ML,64,Hospitalized,,,,,,,,,
611843,,18/05/2021,,,,West Khasi Hills,Meghalaya,ML,31,Hospitalized,,,,,,,,,
611844,,18/05/2021,,,,South West Garo Hills,Meghalaya,ML,41,Hospitalized,,,,,,,,,
611845,,18/05/2021,,,,East Garo Hills,Meghalaya,ML,9,Hospitalized,,,,,,,,,
611846,,18/05/2021,,,,South Garo Hills,Meghalaya,ML,20,Hospitalized,,,,,,,,,
611847,,18/05/2021,,,,North Garo Hills,Meghalaya,ML,19,Hospitalized,,,,,,,,,
611848,,18/05/2021,,,,South West Khasi Hills,Meghalaya,ML,10,Hospitalized,,,,,,,,,
611849,,18/05/2021,,,,East Khasi Hills,Meghalaya,ML,281,Recovered,,,,,,,,,
611850,,18/05/2021,,,,Ribhoi,Meghalaya,ML,35,Recovered,,,,,,,,,
611851,,18/05/2021,,,,West Garo Hills,Meghalaya,ML,19,Recovered,,,,,,,,,
611852,,18/05/2021,,,,West Jaintia Hills,Meghalaya,ML,17,Recovered,,,,,,,,,
611853,,18/05/2021,,,,East Jaintia Hills,Meghalaya,ML,34,Recovered,,,,,,,,,
611854,,18/05/2021,,,,West Khasi Hills,Meghalaya,ML,14,Recovered,,,,,,,,,
611855,,18/05/2021,,,,South West Garo Hills,Meghalaya,ML,26,Recovered,,,,,,,,,
611856,,18/05/2021,,,,East Garo Hills,Meghalaya,ML,9,Recovered,,,,,,,,,
611857,,18/05/2021,,,,South Garo Hills,Meghalaya,ML,27,Recovered,,,,,,,,,
611858,,18/05/2021,,,,North Garo Hills,Meghalaya,ML,8,Recovered,,,,,,,,,
611859,,18/05/2021,,,,East Khasi Hills,Meghalaya,ML,17,Deceased,,,,,,,,,
611860,,18/05/2021,,,,Ribhoi,Meghalaya,ML,1,Deceased,,,,,,,,,
611861,,18/05/2021,,,,North Garo Hills,Meghalaya,ML,1,Deceased,,,,,,,,,
611862,,18/05/2021,,,,Anantapur,Andhra Pradesh,AP,2804,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611863,,18/05/2021,,,,Chittoor,Andhra Pradesh,AP,2630,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611864,,18/05/2021,,,,Guntur,Andhra Pradesh,AP,1291,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611865,,18/05/2021,,,,Y.S.R. Kadapa,Andhra Pradesh,AP,1036,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611866,,18/05/2021,,,,Krishna,Andhra Pradesh,AP,1048,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611867,,18/05/2021,,,,Kurnool,Andhra Pradesh,AP,991,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611868,,18/05/2021,,,,S.P.S. Nellore,Andhra Pradesh,AP,1251,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611869,,18/05/2021,,,,Prakasam,Andhra Pradesh,AP,785,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611870,,18/05/2021,,,,Srikakulam,Andhra Pradesh,AP,1466,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611871,,18/05/2021,,,,Visakhapatnam,Andhra Pradesh,AP,2368,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611872,,18/05/2021,,,,Vizianagaram,Andhra Pradesh,AP,965,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611873,,18/05/2021,,,,Anantapur,Andhra Pradesh,AP,3683,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611874,,18/05/2021,,,,Chittoor,Andhra Pradesh,AP,2269,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611875,,18/05/2021,,,,Guntur,Andhra Pradesh,AP,1658,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611876,,18/05/2021,,,,Y.S.R. Kadapa,Andhra Pradesh,AP,1900,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611877,,18/05/2021,,,,Krishna,Andhra Pradesh,AP,976,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611878,,18/05/2021,,,,Kurnool,Andhra Pradesh,AP,743,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611879,,18/05/2021,,,,S.P.S. Nellore,Andhra Pradesh,AP,1145,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611880,,18/05/2021,,,,Prakasam,Andhra Pradesh,AP,472,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611881,,18/05/2021,,,,Srikakulam,Andhra Pradesh,AP,1398,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611882,,18/05/2021,,,,Visakhapatnam,Andhra Pradesh,AP,2681,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611883,,18/05/2021,,,,Vizianagaram,Andhra Pradesh,AP,989,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611884,,18/05/2021,,,,Anantapur,Andhra Pradesh,AP,8,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611885,,18/05/2021,,,,Chittoor,Andhra Pradesh,AP,10,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611886,,18/05/2021,,,,Guntur,Andhra Pradesh,AP,8,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611887,,18/05/2021,,,,Y.S.R. Kadapa,Andhra Pradesh,AP,2,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611888,,18/05/2021,,,,Krishna,Andhra Pradesh,AP,10,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611889,,18/05/2021,,,,Kurnool,Andhra Pradesh,AP,6,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611890,,18/05/2021,,,,S.P.S. Nellore,Andhra Pradesh,AP,5,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611891,,18/05/2021,,,,Prakasam,Andhra Pradesh,AP,9,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611892,,18/05/2021,,,,Srikakulam,Andhra Pradesh,AP,6,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611893,,18/05/2021,,,,Visakhapatnam,Andhra Pradesh,AP,8,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611894,,18/05/2021,,,,Vizianagaram,Andhra Pradesh,AP,10,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611895,,18/05/2021,,,,East Godavari,Andhra Pradesh,AP,2923,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611896,,18/05/2021,,,,West Godavari,Andhra Pradesh,AP,1762,Hospitalized,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611897,,18/05/2021,,,,East Godavari,Andhra Pradesh,AP,9,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611898,,18/05/2021,,,,West Godavari,Andhra Pradesh,AP,8,Deceased,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611899,,18/05/2021,,,,East Godavari,Andhra Pradesh,AP,2259,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611900,,18/05/2021,,,,West Godavari,Andhra Pradesh,AP,1101,Recovered,,,https://twitter.com/ArogyaAndhra/status/1394623259501416454,,,,,,
611901,,18/05/2021,,,,Lucknow,Uttar Pradesh,UP,482,Hospitalized,,,https://t.me/Covid19india_Auxiliary_Test_Data/8511,,,,,,
